5000
dfcabge edcfgba
befgacd fbdgeca
beafdcg egacfdb
fgbadce gedbafc
dgafceb debfgac
ecgdfba gcdbefa
fcdgaeb fcbgead
dgcbefa fdegbca
abfdegc aegdcbf
afedcbg gdabfec
dgcfabe fagbdce
fgcbead bdgfcae
efcdagb fbdgeac
bceadgf cfdbeag
acgbfde bfedagc
bcefagd dfacbeg
fcgdbae aedgcfb
dbcegaf aebfdcg
eabdfcg edfgcab
gdcbafe fedbcga
fdcgbae fcabedg
ecgadbf fbadecg
edabfgc gfbecad
gbcdfea eafdbcg
fdbgaec febdgca
fbdagec agfbdec
aecgbdf cgbfade
dgbfcae cagbdfe
aegdcfb beacdgf
abegcdf bedafgc
dgfbeca dfcgabe
bdcfeag dfbgeca
fdabgec defacbg
dfagceb cegbdaf
fbeacdg cabfdge
bgcefad dafgcbe
gbfeacd edcbgfa
fgeabcd bdfaecg
dgeafbc bfdecag
dabgfce ebfdgca
degcabf gbdfaec
aefgcdb adecbgf
efdabgc aefbcdg
edfacbg geabfdc
gcdfeab abcdegf
fdbaecg ecafgbd
aegdbcf acegbdf
fdceagb gdcebaf
adgcfeb dcgfabe
cfaegbd fgdabec
fcdgaeb fcbgead
ebgdacf aecdgfb
bfdceag dgcbfae
beafgdc efbcdag
bacdfeg bcfdaeg
acbdegf gbcfaed
bcgedfa dfagecb
dgeacfb ecfbgad
gfecbda edfcgab
bcfgade bgfdeac
becafdg bcdgeaf
befadcg cgbadef
ebcgadf gbeadfc
acdgfeb adegcfb
bfcdage dbafcge
afcgdbe bfgcdea
cgafedb fcgbead
adbfegc ecbdgfa
gacdbfe befgdca
ebcfgad fgcbead
ceabgdf cdgebfa
decafbg fcdgeba
adgbfec fgcdabe
agcdbfe gecfdba
gfdacbe aegfbdc
dfbagce fbcegad
gebdfac cfaedbg
gfeabcd bcagefd
fegdbca febcdga
daefgcb eacgfdb
cagdbef dgabcfe
fgbceda bdcefga
dfebcga dbefacg
dcabgef badcegf
aebdcgf gedacbf
afegcbd cfgdeba
eadfgbc bdcgefa
dbfeagc fedacbg
dcgabef dcaegfb
edacbgf cfdebga
adbcegf bdfcage
edbagcf cgefbda
feacbdg efgbdca
acegbdf bgdecaf
cbdfgea bdgefac
eagdcfb fcbdgae
ecfdagb dfgeabc
fdacgeb badfegc
eagdcbf dcbfage
aegfbdc fdcebag
edabcgf eacdbgf
gfacbde bfgcead
gecfabd gbdcefa
ecabgdf dgcbafe
acgedfb gdafbec
gfbcade fbdaegc
fcegdba bacfegd
fbacdeg efdagcb
afcgebd dcafbge
dacfgbe cgbfeda
ebcfdga cdbfega
dbacfge gebfdac
eagbcdf cbdagef
dafbecg fdecabg
acfdegb bfgeadc
bgefadc agdcbfe
bgecdfa befcgad
ecdfgab cgafebd
gfdebac afebcgd
cfgadbe cadfebg
ecfagbd dacfgbe
gbaedfc faedbgc
cgafdeb gfedcab
cebgfda fecgadb
caefdgb defbacg
gdebacf gcdfbea
cgbfaed fbedcga
facdgeb bgdeafc
fgebcda gabdecf
geafdbc dbcgefa
cbegfad egbadfc
defbcga dcebfga
gadbfce adfcgeb
bacdgfe dagefbc
eadgfbc fadbgec
dafbgce dbeagcf
fabgecd bgdcfea
gdbfcea gacbfed
cgaedbf aecbgfd
decafgb abfcdge
fgedcba fdbagec
bfedacg cfbdeag
cagdebf gaecfbd
edcabgf fgabcde
gbfdace geafbcd
fegdcba becdagf
bedcfag cbgadfe
eagdcfb fcbdgae
abfcegd egfcabd
fagdbce abgcefd
dacbegf ebdagfc
ceagdfb dfgcabe
defgbac efdbgca
gbdface dfagcbe
cbfgdea adcfgeb
dfbegca bdfegca
fgcedba gcbafde
gceabdf cedbfag
bdgcfea dfgceba
cfegdba fedcagb
bcadgfe gcabefd
ecgfabd agcebfd
fdebacg agbefcd
efdbagc gfeabcd
dgfcbea afdbegc
daegfcb eacbgfd
gdbcafe bceagdf
eadgfbc fadbgec
bcefdga bdcfage
gdbafec fcegabd
eacfdgb dbfcaeg
cfagbde gcabfde
gcdaebf cgebfda
agdfceb fcgdeab
adgfebc dacfebg
dcfeabg fcdgbae
gabdfec cfagedb
abcgefd aecdfgb
afedcgb cfgeadb
dbfgaec fdagcbe
cfagdeb gdfaebc
fdabgce dbegcaf
dbgeafc cabefgd
agfecdb bgcfdae
fcgebda dbfaegc
ceadfbg cebdafg
bcgedfa dfagecb
bfdecga edgfbca
gdeafbc cdgbeaf
bgdfcea afgebcd
abcfegd gebcdaf
fdaegbc ecabgfd
cfbaged facgdeb
bcfaged bfdgcea
ecfgabd abfdegc
aegbfcd cgefabd
efdcgab dafbgce
egbfacd cgfeabd
cfdgbea dcgfeab
fgbcdea cgfadbe
fgdebca bfacdeg
gdafbec fdabecg
bacfgde agecfdb
eabcfdg dgcabef
bfdgeca cdgbafe
fdgaceb degbacf
becfgda edfbcag
bagfdce dfeagcb
cfadgbe dgbaecf
dbfcega fedagbc
gfedbac gcdbfea
gbaedfc faedbgc
bfceadg efagdcb
faecdgb gafdebc
aedgbfc bfdcgae
dgfbace gbeacfd
gdaebfc fdcgbea
cdgefba cbadgef
ebdacfg fecdgba
fgcdbae gdbfcea
fbacgde cgfbade
cagedbf aefdcgb
gdcfbae gbfaecd
abdcfeg cebdfag
gbecadf ecbfdag
beacfdg defagbc
fcaegbd ecbdafg
gdcbaef dbagfec
afcgebd dcafbge
dfaebgc bacdfge
ebdgafc dfabegc
agcbedf aefdcbg
fecbgda fcdbage
aefbcdg bfdagec
dfabcge dbgcfae
efdacgb gcaedfb
bdfcaeg fabcdeg
befcgad bgfaced
dcebagf bdagfce
afegbdc eabcgdf
bacfegd deabfcg
dcagbfe efdagbc
cedbfga bfcegda
adgefcb efcagdb
dcagbfe efdagbc
fgcebad gecbadf
befgdac dcfegab
dgabefc gedcbaf
agfbdce cdebfga
fcadgeb dgfebac
ecfadgb ebadfcg
daefcbg cbedfga
aedgfcb gbadefc
fagbedc fabecdg
ecfdabg dcebafg
dgfcbea afdbegc
fbdcega gacfebd
ebfacgd bgeadfc
gdefcba dfcbgea
afedcbg gdabfec
cdfegba gecafdb
fcdabge efdbcag
debacgf eadgbfc
agebcfd egfcbda
fgdaecb bdgefca
bafedgc abfgedc
gfcbdae dcgfbae
gebacfd gebdafc
bcfeadg geadcfb
gdebacf gcdfbea
bgafdec cgdfeab
cbgefad dfgeacb
aebdgcf cagbdef
ebfcgad fdcbgea
ebdcagf fecgdba
egbdafc acdfbeg
afdegbc gcbdfea
degcfba gfdebac
bfcaged ecdabgf
gefbdca gebacfd
dbeafcg fdegacb
debcagf aegdbcf
cedgafb fbgaced
gdabecf egdabfc
edcfbga egbfdca
bdcaefg cbedgfa
cfgadeb gefcdba
fgeacbd adcfebg
cfbedga cbaefgd
eagbcfd facbgde
dafcebg bacgdfe
aebcgfd fcebdag
acbdgef dafecgb
baecfgd bgfecad
dagcbfe cgbeafd
eabfgdc efdabcg
efcdabg gafcbed
becdfga fgdecab
egcbdfa afgbecd
ebgdfac fdgacbe
dbfcgea cedfgab
ecadgbf cagdfbe
feagdbc cbefdag
edagfcb bdefgca
gbfedac agebcfd
fbcadeg fecabgd
acdfebg cfagbde
gebdcfa gbcaedf
acbefdg fbagecd
gadbefc cfeadgb
aefdbgc ebcfgad
ecgbafd febagdc
fdabecg bdfagec
cgabefd bfdcage
fdagebc edfbgac
fecbgad cbgefad
gfeadbc gfbedca
gceadbf dcebgaf
gbfcdea gcdaefb
ebdafgc gfabedc
fbgedac badfecg
aedfbcg gebdcaf
gbdcafe ecfgdab
cefdbga geafdcb
fcgeadb acbdefg
gdfbeca gbaecfd
aefgcdb adecbgf
ecadfgb cabegfd
gedfbac egdcafb
feabdgc gebfadc
aedcbgf agdebcf
fdabegc agfdecb
bcaefdg bcdgaef
gcdaebf cgebfda
edgcbaf gcbfdae
bgefcad agdcbef
cagbefd ecbdagf
fdbagce fdecgba
dfbegca bdfegca
gcafedb dgfecba
dgcfeab cfebdga
fdeabgc egbdfca
gbcdeaf daebgcf
cfbagde efdcbag
edbcafg adgbcfe
aecbdfg cbdaegf
acfegdb dgfecab
agcefdb dbcfeag
fbcadeg fecabgd
gbfceda efcbgda
cdabefg fedcbga
cfagedb ecfdagb
begafdc bfegacd
dbegfca fgdacbe
bfcedga fgadcbe
fdgecab beagdcf
defabcg cdgabfe
acgfbed adebcfg
bdecfag fabegcd
fgbcaed efbadcg
afgdbec cefdabg
cgdaefb ceabdgf
ebagcdf gadcfeb
dbcaefg agdbcef
fecdabg fdgcbae
fedacgb dbefgac
dcafebg cfgbaed
cfdbeag aecdbgf
gabfecd cedgfab
cgaebfd gdeafcb
dcefbga dacfegb
ecfgbda fbgadec
bcfgdea acefbdg
afecbdg abedfgc
baefgcd gbcafed
bedagcf abfedcg
abdecfg adcgefb
ceadgfb afgecdb
cgbdaef gbcdeaf
adcebgf cdbfgae
cgfaebd fabcedg
aecfgdb dcbgfea
bdafceg fcbegad
acebfdg aebcgfd
fdcgaeb agebcdf
agecfdb fdgaebc
ebdfcga befacdg
gcefdab bdcgafe
fgbadec beagdfc
fbdaceg fdgabce
gbdafce caegbfd
edbagfc cgedfba
abfcdge aebgcfd
fegacbd egdfacb
fcdaegb gfecbda
fcadgeb dgfebac
efdacbg bgfceda
gefabdc gafebcd
cabgfed feabdgc
bagedcf defcgba
cdafgbe cfgabde
gfaedcb feacbgd
fdcbeag cedgbaf
abgfcde aedcgfb
dfeabcg adgebcf
adbefcg eagbfdc
egcbfda fcagebd
dcfbgea dbcagfe
begdacf edagcfb
cfgaebd afbgdce
dfacbeg bfdagce
bcgadfe gcbfdea
fcgbead bdagecf
fgacedb bedcgfa
degcfab cgfbaed
decbgfa bcdafeg
adbfecg edbcafg
afcbged badgfec
bfcdage dbafcge
dafgbec dgafcbe
eacfbgd bfagcde
dcfbgea dbcagfe
fgbceda bdcefga
bcegdfa afbdegc
baecgfd cegafbd
fgadcbe fagcbed
fcbedag gbcdafe
ebfacgd bgeadfc
bcdeafg cdebgfa
bfagced fgbeadc
bgfeadc cgfbeda
edacfbg debgcaf
dfacgeb cbgdefa
bafecdg bacefdg
cgfdeba cgebadf
ebgdcfa dcbfaeg
adgbcef agbcedf
bgadefc agefbcd
gfdcaeb aebcdfg
cdagfeb fdgeacb
gcfdabe dbgfeca
eadfcbg ebagdfc
defagbc dabcfge
cfaegbd fgdabec
fgaebdc bfcedag
gfdecba gbfdcea
dfgeabc dcabegf
baegcfd gfbcdea
fcbadge dgbefac
cdbfage dcbefag
ebafdgc gcadefb
dfegbca dcgbfea
fdgcbae edcagfb
defcbga bgadefc
egacbfd dgeacbf
adcgebf dbfaecg
gdacbef degfbac
gcdabfe gedcfab
gebafdc dgbefca
cgfdeab agefdcb
dgcfaeb gbdefac
eafgbcd cdgafbe
afgbecd beadfgc
abcfdeg dgbcefa
gcfbdae fcgadeb
ebdcgaf efcadbg
dfcaebg ebfcdag
caebgfd degfacb
dcbafge bgeadcf
dcfbega cbdefag
egdcfab bfdgeac
fedbagc aecfbgd
baefgcd gbcafed
cegfdab egafbcd
agdbecf egafdcb
cegfbda fbdegca
eacgdfb aefbgdc
cgefbda bdefagc
efdbgca decfagb
fecabdg cebfdag
dgaecbf bdagfec
ebgcfad cedafgb
gadefcb daecgfb
egdcfba bcafedg
dcfabeg bgeacfd
feagbcd dgcebaf
dgbeacf dcagfeb
gbfedca egfbadc
ecgdabf bcfeagd
aebfgdc acfedbg
bdaefcg aedfgcb
gcabefd acdgfbe
edcgabf ecbdfga
edfabcg baecfgd
fgaebcd cgdabfe
acbdfeg eacgfbd
fcdbage dcfgbae
egcafdb dfegacb
ecfabdg dbaegcf
ebcgadf gbeadfc
edcbagf dgabcef
decfbag dcegabf
fecgdab dbfcega
gcfbead bcefgad
eadcbgf gfcdbea
edbgafc dbgfaec
fbdagec agfbdec
dbacfge gebfdac
abgcfed aefbgcd
cbefagd fbgdace
gfdaecb bedcfga
bfegdac gaedfbc
ecgfbda fabdegc
dcegabf bfdaecg
adgbcfe cfabegd
fbcdeag febadcg
cfgdbea adbgcef
gafecdb edagfcb
cabfgde gcebdfa
fcdaegb gfecbda
cfdaebg aedfgbc
agdefbc bgadfec
dcefagb dbgfcea
agebdfc eabdfgc
badfceg aefgbcd
dcbgaef fdgaecb
gfacbde bfgcead
afgdceb bcegadf
dafbegc bfecgda
fgbcaed efbadcg
bfcedga fgadcbe
dagcfbe afcbdge
fdgbaec cadfegb
gcbdfae deafbcg
cfbgeda beafdcg
eafdcgb bgafdce
faegbcd faedcgb
bcgfaed cebadfg
fgdceba efgbcda
edgcabf edgcfab
dbgface aefdbcg
egcbdaf afdbcge
eadfcgb cfegdab
gabecfd cefgbad
decbfag aecbdgf
cfdabge dbgeacf
cfedgab gadfebc
egfcabd dbecfag
cdgfeba acefdgb
eacdgbf bagfdce
befacdg begcafd
ecabfdg fcdbaeg
egcafbd badcefg
gcdebfa agbefdc
cbefdga dgcfabe
becagdf cgabfed
cbgeafd gbdaefc
cebdgfa fedbagc
gcfeabd badfcge
abefdgc geacfdb
fcdebga bgcadef
ebcdagf fgeacbd
adcbfge fbcegda
fbdecag afcbegd
gecbafd acgbedf
ecdbgaf edcafbg
ebfgcad eadfbcg
bagcefd gdceafb
aegcdfb fdcbage
dabgfec ecgfadb
ecdfbag gfeadcb
fbcgead febadgc
gcfadbe aegcbdf
cebfgad degcbaf
acbdefg bcgefda
afdebcg beagfdc
ebdacfg fecdgba
fcgdbea egdafbc
ebadgfc dgfeacb
fbceagd fgbcade
ecdfgba egdbcfa
facebdg egfdbca
degbcaf acbfdge
dgbcaef abfdceg
fdbegca dgcfbea
geabcdf dcgebfa
cagbdef gdbcefa
dbcafeg gcdfeba
bfecgda adcbfeg
caegbdf gbadcfe
degabcf efcgdab
badcegf dfabceg
bdafcge dcefgba
ebcfadg fedbcag
fcadbeg eabcdfg
fbgcdae cegbafd
efadbgc bcdfage
cebdfga faegcbd
efbdacg acgfdbe
gdbefca fcaebgd
bagdfec dcegfab
ceadfgb dafbcge
cbgadef ecfdgab
abcgfed cagfedb
eabgdcf efadcgb
fabedgc gdfeacb
gecdbaf edacgfb
bdafcge dcefgba
eagdfcb cegdbaf
acegbdf bgdecaf
debgfca fgdbeca
cebdgfa fedbagc
ebdacfg fecdgba
dbegfac fcgbdea
dbcfgea ecabfgd
fdgaebc adfgbce
cbaefdg abcfegd
afbdecg aebgdfc
cfbagde efdcbag
fbcaegd egdbafc
dfgbace egcfbad
gadbcef cbdgeaf
cfbdage cfgebda
adbcgfe cbfaedg
dfebcag fdecagb
afcbged badgfec
efdbgca decfagb
dgcfbae bgfeadc
dcgbeaf edafcbg
efgabcd gdcfbea
faegbdc cabfged
gacfdbe fgcdaeb
gebfdac dbeagfc
acbdfge dabcegf
gebfcda efgcadb
cfegbda edgacfb
dgfceba bfceagd
eadgfbc fadbgec
fcdageb efadbgc
gefbdca gebacfd
bafecgd bfdgaec
cbefgda bacgefd
agcfbde bdgeafc
afegdbc dbefcga
fcbaegd bagedcf
gbcdfae fgaebcd
defacgb dafbegc
agedbfc gebafcd
fdacgbe gbdfcae
fedcabg cdbefag
afdgcbe agedbcf
ebdacfg fecdgba
bgfcaed bcaegdf
fagbecd cegabdf
afgdbec cefdabg
ebgcfda fbdegac
gebcadf dgafecb
fcdeabg dabgfec
gcefdba bfdacge
fecadbg cedbfga
abecgfd agdecbf
efbdacg acgfdbe
cbedafg egacbdf
edafgbc fgadebc
dafcbeg gfacbde
aebdgfc egcbadf
dfgaecb dbcfega
adfcebg bgcdaef
agcfbde bdgeafc
decbgfa bcdafeg
bgecafd begacfd
cdbgefa acfgdeb
bdfgaec efdbgac
fcdegba bdegfca
eabdfcg edfgcab
efgdbca gfbaecd
egbdfac efgbadc
adfcegb gcdaebf
edgbacf bgafdec
bfacgde gfaebcd
cdgfabe abdegfc
egcfdba cadbfge
bgacedf afbdecg
fcbgead defabcg
ebcafgd aegbcdf
cbfdgea febgadc
egcabfd afgbedc
gdbcafe bceagdf
bcagfde gefdcab
adcbfge fbcegda
adcbgef cfbdgea
efcbgda fgcabed
agbdfec bafedcg
acfedgb cfgaedb
egfcadb fdaegbc
egdcafb dbfgaec
cbdaefg bgcfade
cebfagd cfbedga
cfgdbea adbgcef
febcagd gbcfade
dagbefc fdcgbae
faebcdg gabcdfe
dgaebfc fgacdeb
fegadbc caedfgb
bcegfda afcbged
efgbdca gebfdca
acgebfd cbfgdea
fcdeagb aegfdbc
cbgefda defcbga
bdgecaf fceadbg
facgbed bfecgad
acfbdeg fbgedca
agedfbc cdgbaef
cadgfbe dgbface
cfbadge eacfgbd
cefabdg fegadcb
dfbcega acebgdf
bgdceaf fadgecb
gefcabd dabgefc
agfbcde bdfaceg
bdacefg efacbdg
cefgdba bdfcaeg
efdgacb cfbeadg
cbfaegd egcdbaf
ebfgacd efdacbg
gdabcef dgcafbe
eadgbfc agdcfbe
efbagcd gaebcdf
agcdefb gcefadb
abefgdc bcgdeaf
efbcgad cfgedba
cgbefda dceabfg
bfgedac bedfcag
eagdbcf gefadcb
fgbcaed efbadcg
cgbdafe adfecbg
ebgcfda fbdegac
decafgb abfcdge
dbfecag bafegdc
dagcfbe afcbdge
gdbeacf cbfadge
dbcfgea ecabfgd
bfcdgea dafgbec
adgfebc dacfebg
cedfbga fgacbde
bedcgfa agbfcde
edagfbc fbgceda
bgdefac efdcagb
adgebcf bedacfg
gcbfead eacfbgd
cebdagf afgcdeb
daefgbc afcegbd
aegdfcb gaefdcb
cefagbd acgdebf
fdacegb adefcgb
eabgdfc bgdcaef
cgefdab gcdeafb
ceadfbg cebdafg
febcgad fgedcab
dfgceab adcgbfe
bfdcgae fcaedbg
edacbgf cfdebga
acfdgeb dbagcef
gdcaefb fbgcead
cdefabg egfacbd
efacgdb cebagdf
gefdbac gdecbaf
fdgaecb fbgeadc
gdcfeab dbgafec
fbdacge afgcebd
bgedcfa cdbeafg
cgbdfea bcdfgea
bcdagef ebfcgad
begdfca fcegbad
bgdfcae bgfcead
gfbdeac adgefbc
decgbfa aedgfbc
afdgceb aedfcbg
beacdgf fgdcbea
cbagdef bgcaedf
agfcdeb cbagdfe
bcfaegd cabgdfe
adbcfge dgecafb
dafcbge afbcdge
gbecdaf beagcdf
dgaefcb ecabdgf
gdcbafe fedbcga
faebcdg gabcdfe
acgbdef dfeagbc
fbcdaeg adcbgef
cedfgab cbegadf
cfabedg gedabfc
ecfbdga bagdfec
gbdacef eacgdfb
agdcbef dafbceg
beafdcg egacfdb
gbcefda dgebfac
fbdgeac edgfabc
dgabfce abgefcd
baedfcg cfbgead
cbadegf gabfcde
afebcdg cbagedf
bacfdge eabdgfc
eacfgdb cegbfad
dfbagec adbecgf
dbcgeaf bcgedfa
cafgdeb egfbdca
dfaebgc bacdfge
bcdafge gdbcaef
bgecdaf edfcagb
baecdgf cdeafbg
ebgdfac fdgacbe
bdfcgea dacgefb
dbfecga ecgafdb
ecfdbag edfagbc
cbegfda daegcbf
dcgfbea dafbgec
adefcbg dcaebfg
agfcbed fdcagbe
decafbg fcdgeba
abfgcde abfdcge
afegcdb fcgbeda
dgeacfb ecfbgad
gcabefd acdgfbe
befagcd eadgfcb
degacbf efcdgab
agfcdbe edcagbf
ebgdacf aecdgfb
fgcabed cedbgfa
dafcgbe dcbeagf
fegacdb cgdebfa
cgabfde edgfcba
aecfdgb gadfcbe
ecadbfg dgfaebc
ceafbdg afbcged
baegdcf gfcedab
baefdcg bedfagc
abefdgc geacfdb
ebfcadg agdbecf
bacdefg bfcdgae
efdgcab fdbeagc
eafcbgd cfbadge
dbfcage befdgca
fdcgeab fdbeacg
eagfdbc fdceabg
eagdbfc abdfgec
deacfbg bacegfd
fgdabce acgebfd
cgadbfe bdgcfea
gbfcdae cdfagbe
gabcefd baecgdf
cgbfaed fbedcga
efbdgac badgcfe
gcbfeda cbgfdae
gbfadce dgbecaf
dafgbce fcdbgea
bafegcd caebfgd
acbgfde ecfgabd
bedfagc abdecgf
dbcgeaf bcgedfa
ebafdgc gcadefb
bcedagf efcgabd
decagbf fbadgec
cagbdef gdbcefa
dcagbfe efdagbc
dgfecab cdfabge
agcfebd fcbaegd
efgbdca gebfdca
gbdeacf gcdfabe
adcgfbe cbgadef
gbaefdc ebgcfda
bfecadg acbegfd
dgfaceb abefcdg
cgdbafe dacgbef
cbefadg eagcfdb
eabfgcd egfcdba
cadebfg bgacdfe
afdbcge afgcbde
gdafecb bafcgde
cdabfge fcdgbea
dbceafg cfdgabe
ecdbagf ebdgfac
fadgbce cfbgaed
fagecbd gbfaedc
cfagedb ecfdagb
agefdcb gcdebaf
eacfdgb dbfcaeg
caedbfg fgbaedc
fgcdbea fegabcd
dfcagbe dbgcafe
edafgbc fgadebc
bcefdga bdcfage
dgfbcae bgacfed
gebcadf dgafecb
decgbaf fgcbeda
fgcbdae cdbgefa
edgcafb bgcfaed
cdfgbae fecbgda
ebacgdf gadefbc
ecbadgf bcgfdea
dgfbeca dfcgabe
edafcgb febcdag
gceadfb bfadceg
acgfdbe edfabcg
gafcbde efdbacg
dbecgfa deagbfc
geafbdc egdcbaf
abgfdec gebdacf
cgdbfae dagcebf
ebdfgac gabfedc
ceagbdf gefdabc
cafbgde dgaebfc
aegfdcb gedafcb
fcadbeg eabcdfg
gcfdeba gedcbfa
gcdafbe fagbcde
cegfabd afecgbd
edagbcf cdgeafb
fgeabdc bdeafgc
cgfeadb dagbfce
aefdcbg gceabdf
dbfgaec fdagcbe
gfcbade cafdegb
fbegacd dabcefg
fdagbec fcbedga
gedcbaf cfbagde
fgbeadc afbgecd
abgcefd dgefcba
dfegcba ecfgbad
begdacf edagcfb
dcgeabf fegbdca
afgedbc fbcedga
dbgefac gbfeadc
decfagb fegcbad
cfgdaeb fagcdbe
eacgdfb aefbgdc
afgdbce gdfceba
gcebadf cegdbfa
bedcfag cbgadfe
ecafdgb ceagbdf
dacgfeb abcgfed
afegbcd gfebadc
dcgabfe abfcdeg
faebcdg gabcdfe
gdfebac bdafegc
fbaecgd abcedgf
cfgbdea ebdgcaf
cedgbfa cdafebg
afdbgec cbeagfd
cebgfad dfegbca
abdegfc bcdgfea
bfgeacd adcgfbe
cgbaedf ebafgcd
bfecgad beagcfd
agecbdf bcfdgea
bcgafed bfgaecd
afbdgec fgcebad
dfcbaeg cfaebdg
bgfcdae gbceadf
gbcdefa ecdbgaf
egadcfb aegbdfc
febgcda abcefdg
cgedafb cdabefg
cbefgad edbfgca
cagdbef dgabcfe
aebcfdg egdcbfa
ecdabgf dgeafbc
dgecafb gcefabd
fgbeadc afbgecd
ebagcdf gadcfeb
gfbceda degacfb
afdbceg aebgfdc
defbgca gcedfab
agbefdc aedcfgb
bedfcag fcbgdae
efacgdb cebagdf
bcdeagf bedgcaf
fagdbce abgcefd
fdbceag abcgdfe
befgadc aegcfdb
cafebdg gdafceb
acbfged geadfcb
dabfceg edagcbf
abedgfc bacfedg
gfaebcd gaebdcf
acfegbd fbgcaed
adcbfeg edabfgc
eadgcfb facebgd
aebdfgc gcabfed
agcfedb befacgd
acgebdf fcbedag
afgcebd cgbfaed
fadegcb fgabced
efbdcag afegcbd
aefbgcd gfacebd
bfgceda gefcbad
adbgefc bdfcega
egadcfb aegbdfc
dbeafcg fdegacb
fgdbace cgdaebf
abgcefd dgefcba
efgcdba fdcgeba
gaecdfb bgfaedc
edbfcag cafbegd
edcagfb gcadebf
aedgcbf bgfcaed
fbgdaec bcdefga
gdfcaeb gcadfbe
dgacefb cbgefda
cdbagfe becdafg
fecdgab agfbecd
cgefadb ebafcgd
ecfdabg dcebafg
fgdaceb agecfbd
efgdacb debcfag
gfbdcea ecbafdg
egdfabc dcafgeb
fbdceag deafgbc
dfeacbg cgbedfa
cefadgb gfbaced
efdcbag eadbcfg
befgdca dfecagb
cabegdf gdaefbc
bedcagf dcgafeb
fdecgba edgbacf
gbedacf bfgadec
gcebdfa deacbgf
agbfedc gefbdac
dacgbfe bdfgaec
cfdbgae fbedgac
ebgcfad cedafgb
daegbfc gfdcaeb
edgfabc acbgefd
cedabfg dcabgfe
fadbegc aedfbcg
adgfecb ecdbagf
efdgabc eabfgcd
fgbcead dfcagbe
fegadcb afgdecb
bcedfag deabgfc
efagcbd gcdafeb
aegbcfd fdbcgea
egdbcaf bcgeafd
dbecfag egbdfac
cbgafed fgacebd
eabdfcg edfgcab
gcdfabe bcgefad
afgbdec daecgbf
dgcabef defacgb
befagdc fcdbega
bagcdfe abecgdf
fbdcaeg cdgfbae
fadcgbe cgedbfa
bgcdafe fdagbce
adcefgb gdefbac
abfgecd dcaebgf
fadcegb cbedfag
fbdecag afcbegd
ebcdafg bfegdac
bcegdfa afbdegc
ecgadfb fagebcd
aebcdgf dcbegaf
beagfdc dabgcfe
cbaegfd eadgfbc
adfbecg fgbadce
acdfgbe bfcegad
fgbdeca abdcegf
edcgbaf dbacfeg
bcafedg cfbdage
gfdcabe gacfbed
cedabfg dcabgfe
caegdbf acbdgef
eadfbgc debcfga
dcgefba bcdafge
cfdaegb gafcebd
afgedcb dcegbfa
ebdcfag gafdbec
fgbeadc afbgecd
fdebagc abecfdg
dagbfec gefdcba
beagdfc gadecbf
cfbadeg cdgaebf
agfbecd gcedbfa
fgedacb geafcdb
abdfcge decagbf
acbfdeg dbfeagc
edbfcag cafbegd
fagcebd aefdgcb
fbgaecd abfcegd
cgebfda fgbcdae
fedgacb dcagbef
efcagbd fgdabce
gbdcaef cfgdbea
eadbcfg cfeagbd
dagcfeb efdbagc
gcdfeab abcdegf
fgdceab febdcag
afcbgde afbedgc
gefcbad dacfbeg
ecgafdb agcdbfe
bgcaefd gacefbd
aedfcbg ebcgdfa
gdcabfe dgefacb
cdaefbg fgbdeca
fbdagec agfbdec
bcgaefd ebdcfga
bedfcag fcbgdae
bdecfga cadegbf
bdfagce afdbceg
deagcbf fbcgead
cdeafbg agdfcbe
efcgdba adebgcf
fbcdega cdbgaef
ebdgcfa eafcdgb
facedbg baedcgf
cebagdf gcefbda
agbedcf efdgacb
degbcfa dafcebg
fgdceab febdcag
fabcdeg ceabfgd
fbgcdae cegbafd
fdbceag abcgdfe
deabgcf dcefabg
dbcfgae bgdaefc
gadcfeb bcdfaeg
fgcdeba fadcegb
egdabcf bagcedf
cfdagbe fbdceag
adfgecb ebfcdga
fadcbge cabdfeg
gcdefab gdbafec
bafgcde cagfbde
gbecdaf beagcdf
dcabegf ecadgfb
cefdgab bgdacef
agcfdeb cbdfeag
gbdfeac beacgfd
dabegfc faedbcg
bedagfc begdfca
dagbfec gefdcba
eacdgbf bagfdce
bdefgca bcdaefg
adecfbg cbfgdae
dbgcafe eabcdgf
gcdbafe afedbgc
fecgdab dbfcega
bdecfag fabegcd
cbgafde ecgfabd
fbdgace dcfgabe
bceafgd decbafg
cabgdef dgeabfc
fedgbac afcebgd
dcfbgea dbcagfe
cafgbde fcgdeba
aegfcbd acbedfg
cafdebg fdebcga
dfbacge cdegafb
egcdfba fbedacg
afgecbd gadbcef
abfdgce fdgceba
fcgdeba adcebgf
cebdfga faegcbd
cebgdfa febgdac
cfaedgb ebcdfga
edbcfga cbdfgae
cabgedf adbfceg
bgceadf fgedcba
fcgabed bcadegf
cbgedaf bdecgaf
faedcgb abefdcg
gfecbad acfgdbe
gedcabf abcegdf
gfcaedb baedgfc
gbceafd gfadecb
eafcgbd egfacdb
bcegafd feadbcg
dgebfac debfacg
fagedcb cafdgeb
bedgcfa acgbfed
fabdecg fgeabdc
bdgcefa cdbafge
dcgfaeb agedcbf
bcdafeg degafcb
cefdgab bgdacef
bdcfeag dfbgeca
bcdagfe gcefdba
gebdcaf cfgaebd
cefabdg fegadcb
deagfbc cdbaefg
begfdac ebfdacg
aegcdfb fdcbage
